Product Name,Current Price,Description,Product URL,Image URL
Asus Vivobook 16 X1607QA MB074WS – Snapdragon,245000.0,"| – Snapdragon X X1 26 100 Processor | 
– 512GB M.2 NVMe PCIe 4.0 SSD | 
– 16GB LPDDR5X RAM | 
– 16″, WUXGA (1920 x 1200) IPS Display | 
– Qualcomm Adreno GPU | 
– Cool Silver Color | 
– Windows 11 Home | 
 | 
 |",https://www.laptop.lk/product/asus-vivobook-16-x1607qa-mb074ws-snapdragon/,https://www.laptop.lk/wp-content/uploads/2025/07/Asus-Vivobook-16-X1607QA-MB074WS-–-i5-300x300.jpg
Asus Vivobook F1605VA-BS74-  i7,239000.0,"| – Intel Core i7-13620H Processor | 
– 512GB M.2 NVMe PCIe SSD | 
– 16GB DDR4 RAM | 
– 16″ WUXGA (1920×1200) Display | 
– Intel Graphics | 
– Backlit Keyboard | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/asus-vivobook-f1605va-bs74-i7/,https://www.laptop.lk/wp-content/uploads/2026/02/Asus-Vivobook-F1605VA-WS74-i7-1-300x300.jpg
Lenovo IdeaPad Slim 3 15IRH10R – Core 5,239000.0,"| – Intel Core 5 210H Processor | 
– 512GB M.2 PCIe NVMe SSD | 
– 16GB SODIMM DDR5-4800 RAM | 
– 15.3″ WUXGA (1920×1200) IPS Display | 
– Intel Graphics | 
– English Keyboard | 
 |",https://www.laptop.lk/product/lenovo-ideapad-slim-3-15irh10r-core-5-2/,https://www.laptop.lk/wp-content/uploads/2026/01/Lenovo-IdeaPad-Slim-3-15IRH10R-gr-300x300.jpg
Asus Vivobook 16 X1605VA MB5656WS – i5,232000.0,"| – Intel Core i5-13420H Processor | 
– 512GB M.2 NVMe PCIe SSD | 
– 16GB DDR4 RAM | 
– 16″, WUXGA (1920 x 1200), 60Hz IPS Display | 
– Intel UHD Graphics | 
– Cool Silver | 
– Windows 11 Home | 
– Office Home 2024 | 
 | 
 |",https://www.laptop.lk/product/asus-vivobook-16-x1605va-mb5656ws-i5/,https://www.laptop.lk/wp-content/uploads/2025/07/Asus-Vivobook-16-X1605VA-MB5656WS-–-i5-1-300x300.jpg
Asus Vivobook F1605VA-WS74 –  i7,229000.0,"| – Intel Core i7-1355U Processor | 
– 512GB M.2 NVMe PCIe SSD | 
– 16GB DDR4 RAM | 
– 16″ WUXGA (1920×1200) Display | 
– Intel Graphics | 
– Backlit Keyboard | 
– Finger Print | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/asus-vivobook-f1605va-ws74-i7/,https://www.laptop.lk/wp-content/uploads/2026/02/Asus-Vivobook-F1605VA-WS74-i7-300x300.jpg
Dell 15 DC15250 Essential – i5,215000.0,"| – Intel Core i5-1334U Processor | 
– 512GB, M.2, PCIe NVMe, SSD | 
– 8GB DDR4 2666 MHz RAM | 
– 15.6″ FHD (1920 x 1080) 120Hz Display | 
– Intel UHD Graphics | 
– Carbon Black | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/dell-15-dc15250-essential-i5/,https://www.laptop.lk/wp-content/uploads/2026/01/Dell-15-DC15250-i5-2-v-300x300.jpg
HP 15 Notebook Core 5,209000.0,"| – Intel Core 5 120U Processor | 
– 512GB PCIe NVMe M.2 SSD | 
– 8GB DDR4 RAM | 
– 15.6″, FHD (1920 x 1080) Display | 
– Intel Graphics | 
– Natural silver | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/hp-15-notebook-15-core-5/,https://www.laptop.lk/wp-content/uploads/2025/10/HP-15-fd1228TU-15-–-Core-5-300x300.jpg
Asus Vivobook 15 X1504VAP NJ5850W – Core 5,205000.0,"| – Intel Core 5 – 120U Processor | 
– 512GB NVME M.2 SSD | 
– 8GB DDR4 RAM | 
– 15.6″, FHD, (1920×1080) 250nits Display | 
– Intel UHD Graphics | 
– Backlit Chiclet Keyboard | 
– Windows 11 Home | 
 | 
 |",https://www.laptop.lk/product/asus-vivobook-15-x1504vap-core-5-2/,https://www.laptop.lk/wp-content/uploads/2025/07/Asus-Vivobook-15-X1504VAP-–-Core-5-300x300.jpg
Asus ExpertBook B1 B1503CVA – i7,197000.0,"| – Intel Core i7-1355U Processor | 
– 512GB M.2 2280 NVMe PCIe 4.0 SSD | 
– 8GB DDR5 SO-DIMM RAM | 
– 15.6″, FHD (1920 x 1080) Display | 
– Intel UHD Graphics | 
– Chiclet Keyboard | 
– Gentle Grey Color | 
 |",https://www.laptop.lk/product/asus-expertbook-b1-b1503cva-i7/,https://www.laptop.lk/wp-content/uploads/2025/09/Asus-ExpertBook-B1-B1503CVA-i7-300x300.jpg
Asus Vivobook Go 15 E1504FA – Ryzen 5,195000.0,"| – AMD Ryzen 5 7520U Processor | 
– 512GB M.2 NVMe PCIe 3.0 SSD | 
– 16GB LPDDR5 RAM | 
– 15.6″, FHD (1920 x 1080), IPS Display | 
– AMD Radeon Graphics | 
– Backlit Chiclet Keyboard | 
– Windows 11 Home | 
 | 
 |",https://www.laptop.lk/product/asus-vivobook-go-15-e1504fa-ryzen-5-2/,https://www.laptop.lk/wp-content/uploads/2026/02/Asus-Vivobook-Go-15-E1504FA-–-Ryzen-5-300x300.jpg
HP 15-fd0688TU – i5,195000.0,"| – Intel Core i5 – 1334U Processor | 
– 512GB PCIe NVMe M.2 SSD | 
– 8GB DDR4-3200 RAM | 
– 15.6″, FHD (1920 x 1080) Display | 
– Intel Graphics | 
– Natural silver | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/hp-15-fd0688tu-i5/,https://www.laptop.lk/wp-content/uploads/2025/10/HP-15-fd0688TU-–-i5-300x300.jpg
Asus ExpertBook P1503CVA – Core 5,189000.0,"| – Intel Core 5 210H Processor | 
– 512GB M.2 NVMe PCIe SSD | 
– 8GB DDR5 SO-DIMM RAM | 
– 15.6″, FHD (1920 x 1080) Display | 
– Intel UHD Graphics | 
– Misty Grey Color | 
 |",https://www.laptop.lk/product/asus-expertbook-p1503cva-core-5/,https://www.laptop.lk/wp-content/uploads/2026/02/ASUS-EXPERTBOOK-P1503CVA--300x300.jpg
Asus Vivobook 14 X1404 – i7,189000.0,"| – Intel Core i7-1355U Processor | 
– 512GB M.2 NVMe PCIe 4.0 SSD | 
–  | 8GB  | DDR4 RAM | 
– 14″, FHD (1920 x 1080) Display | 
– Intel UHD Graphics | 
 |",https://www.laptop.lk/product/asus-vivobook-14-x1404-i7/,https://www.laptop.lk/wp-content/uploads/2025/07/Asus-Vivobook-14-X1404-i7-300x300.jpg
MSI Modern 15 F13MG – i5,188000.0,"| –  | Intel Core i5-1334U Processor | 
– 512GB GEN4 NVME M.2 SSD | 
– 8GB DDR4-3200MHz RAM | 
– 15.6″, FHD (1920 x 1080) IPS Display | 
– Intel Graphics | 
 |",https://www.laptop.lk/product/msi-modern-15-f13mg-i5/,https://www.laptop.lk/wp-content/uploads/2025/05/MSI-Modern-15-F13MG-2-300x300.jpg
Acer Aspire Lite 15 AL15-72P – i5,187500.0,"| – Intel Core i5-13500H Processor | 
– 512GB NVME M.2 SSD | 
– 8GB DDR5 RAM | 
– 15″ FHD, (1920×1200), IPS Display | 
– Intel UHD Graphics | 
– Silver Color | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/acer-aspire-lite-15-al15-72p-i5/,https://www.laptop.lk/wp-content/uploads/2025/09/Acer-Aspire-Lite-15-AL15-72P-i5-300x300.jpg
Lenovo IdeaPad 1 14AMN7 – Ryzen 5,185000.0,"| – AMD Ryzen 5 7520U Processor | 
– 512GB SSD M.2 PCIe NVMe | 
– 16GB LPDDR5-5500 RAM | 
– 14″, FHD Display | 
– AMD Radeon 610M Graphics | 
 |",https://www.laptop.lk/product/lenovo-ideapad-1-14amn7-ryzen-5-2/,https://www.laptop.lk/wp-content/uploads/2026/01/Lenovo-IdeaPad-1-14AMN7-–-Ryzen-5-2-300x300.jpg
Lenovo IdeaPad 1 14AMN7 – Ryzen 5,175000.0,"| – AMD Ryzen 5 7520U Processor | 
– 512GB SSD M.2 PCIe NVMe | 
– 8GB LPDDR5-5500 RAM | 
– 14″, HD (1366×768) Display | 
– AMD Radeon 610M Graphics | 
 |",https://www.laptop.lk/product/lenovo-ideapad-1-14amn7-ryzen-5/,https://www.laptop.lk/wp-content/uploads/2026/01/Lenovo-IdeaPad-1-14AMN7-–-Ryzen-5-300x300.jpg
Asus Vivobook Go 15 E1504FA – Ryzen 5,175000.0,"| – AMD Ryzen 5 7520U Processor | 
– 512GB M.2 NVMe PCIe 3.0 SSD | 
– 8GB LPDDR5 RAM | 
– 15.6″, FHD (1920 x 1080), IPS Display | 
– AMD Radeon Graphics | 
– Backlit Chiclet Keyboard | 
– Windows 11 Home | 
 | 
 |",https://www.laptop.lk/product/asus-vivobook-go-15-e1504fa-ryzen-5/,https://www.laptop.lk/wp-content/uploads/2025/05/Asus-Vivobook-Go-15-E1504FA-Ryzen-5-300x300.jpg
Dell 15 DC15250 – i5 Touch Display,169000.0,"| – Intel Core i5-1334U Processor | 
– 512GB, M.2, PCIe NVMe, SSD | 
– 8GB DDR4 2666 MT/s RAM | 
– 15.6″, FHD, 250 nits  Touch Display | 
– Intel UHD Graphics | 
– Carbon Black | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/dell-15-dc15250-i5/,https://www.laptop.lk/wp-content/uploads/2025/12/Dell-15-DC15250-i5-300x300.jpg
Hp 15 Notebook – Core 3,165000.0,"| – Intel Core 3 100U Processor | 
– 512GB PCIe NVMe M.2 SSD | 
– 8GB DDR4-3200 MT/s RAM | 
– 15.6″ (1920 x 1080), FHD Display | 
– Intel Graphics | 
– Natural silver | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/hp-15-notebook-core-3/,https://www.laptop.lk/wp-content/uploads/2025/11/Hp-15-Notebook-–-Core-3-300x300.jpg
Asus Vivobook 15 X1504VA – i3,165000.0,"| – Intel Core i3 – 1315U Processor | 
– 512GB NVME M.2 SSD | 
– 8GB DDR4 3200MHZ RAM | 
– 15.6″, FHD, (1920×1080) IPS Display | 
– Intel UHD Graphics | 
– Backlit keyboard | 
– Windows 11 Home | 
 | 
 |",https://www.laptop.lk/product/asus-vivobook-15-x1504va-i3-5/,https://www.laptop.lk/wp-content/uploads/2025/04/Asus-Vivobook-15-X1504VA-–-i3-1-300x300.jpg
Lenovo IdeaPad Slim 3 15IRU8 – i3,165000.0,"| – Intel Core i3-1305U Processor | 
– 512GB M.2 NVMe SSD | 
– 8GB LPDDR5-4800 RAM | 
– 15.6″ FHD (1920×1080) Display | 
– Intel UHD Graphics | 
– English (EU) Keyboard | 
 |",https://www.laptop.lk/product/lenovo-ideapad-slim-3-15iru8-i3-2/,https://www.laptop.lk/wp-content/uploads/2024/04/Lenovo-IdeaPad-Slim-3-15IRU8-i3-2-300x300.jpg
Lenovo IdeaPad Slim 3 15IAN8 –  i3,159000.0,"| – Intel Core i3 N305 Processor | 
– 512GB SSD M.2 2242 PCIe 4.0×4 NVMe | 
– 8GB LPDDR5-4800 RAM | 
– 15.6″ FHD (1920×1080) TN 250nits Anti-glare Display | 
– Intel UHD Graphics | 
– Arctic Grey Color | 
 |",https://www.laptop.lk/product/lenovo-ideapad-slim-3-15ian8-i3/,https://www.laptop.lk/wp-content/uploads/2025/12/Lenovo-IdeaPad-Slim-3-15IAN8-i3-300x300.jpg
Dell Latitude 3340 – i3,147000.0,"| – Intel Core i3-1315U Processor | 
– 256GB M.2 2230 PCIe NVMe SSD | 
– 8GB LPDDR5, 4800 MT/s RAM | 
– 13.3″ FHD, IPS Display | 
– Intel UHD Graphics | 
– Windows 11 Pro | 
 |",https://www.laptop.lk/product/dell-latitude-1-3340-i3/,https://www.laptop.lk/wp-content/uploads/2026/02/Dell-Latitude-2-in-1-3340-i3-4-300x300.jpg
HP 15-fc0534AU – Ryzen 3,147000.0,"| – AMD Ryzen 3 7320U Processor | 
– 512GB PCIe NVMe M.2 SSD | 
– 8GB DDR5 5500Hz RAM | 
– 15.6″ diagonal, FHD (1920 x 1080) Display | 
– AMD Radeon Graphics | 
– Natural silver color | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/hp-15-fc0534au-ryzen-3/,https://www.laptop.lk/wp-content/uploads/2025/12/HP-15-fc0534AU-Ryzen-3-300x300.jpg
Dell Latitude 3340 – i3,139000.0,"| – Intel Core i3-1215U Processor | 
– 256GB M.2 2230 PCIe NVMe SSD | 
– 8GB LPDDR5, 4800 MT/s RAM | 
– 13.3″ FHD, IPS Display | 
– Intel UHD Graphics | 
– Windows 11 Pro | 
 |",https://www.laptop.lk/product/dell-latitude-3340-i3/,https://www.laptop.lk/wp-content/uploads/2026/02/Dell-Latitude-2-in-1-3340-i3-4-1-300x300.jpg
Apple MacBook Air (MGN63PA/A),,"| – Apple M1 chip with 8‑core CPU | 
– 8GB Unified RAM | 
– 256GB SSD storage | 
– 13″ Retina Display with True Tone | 
– 30W USB-C Power Adapter | 
– Backlit Magic Keyboard with Touch ID | 
 |",https://www.laptop.lk/product/apple-macbook-air-mgn63pa-a/,https://www.laptop.lk/wp-content/uploads/2023/05/Apple-MacBook-Air-300x300.jpg
Lenovo Legion 9 Gaming 16IRX9 – i9,1345000.0,"| – Intel Core AI integrated i9-14900HX Processor | 
– 2TB (2 x 1TB) SSD M.2 2280 PCIe NVMe | 
– 64GB (2x 32GB) SO-DIMM DDR5-5600 RAM | 
– 16″ 3.2K, 165Hz Dolby Vision Display | 
– 16GB NVIDIA GeForce RTX 4090 Graphics | 
– Per-key RGB Backlit Keyboard | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/lenovo-legion-9-gaming-16irx9-i9/,https://www.laptop.lk/wp-content/uploads/2024/08/Lenovo-Legion-9-Gaming-16IRX9-i9-300x300.jpg
MSI Vector 16 HX AI A2XWIG – Ultra 9,1160000.0,"| – Intel Core Ultra 9 275HX AI Processor | 
– 1TB NVME GEN4 M.2 SSD | 
– 32GB DDR5 4800MHZ RAM | 
– 16”, QHD+ (2560×1600) 240Hz, IPS-Level Display | 
– 16GB NVIDIA GeForce RTX 5080 Graphics | 
– 24-Zone RGB Gaming Keyboard with Copilot Key | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/msi-vector-16-hx-ai-a2xwig-ultra-9/,https://www.laptop.lk/wp-content/uploads/2025/05/MSI-Vector-16-HX-AI-A2XWIG-Ultra-9-300x300.jpg
MSI Vector 16 HX A14VGG Gaming – i9,770000.0,"| – Intel Core i9-14900HX Processor | 
– 1TB NVMe Gen4x4 SSD | 
– 32GB DDR5 5600MHz RAM | 
– 16″ QHD+(2560 x 1600), 240Hz IPS Display | 
– 8GB NVIDIA GeForce RTX 4070 Graphics | 
– Per-Key RGB gaming keyboard | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/msi-vector-16-hx-a14vgg-gaming-i9/,https://www.laptop.lk/wp-content/uploads/2024/06/MSI-Vector-16-HX-A14VGG-Gaming-i9-300x300.webp
Lenovo Yoga Book 9 13IRU8 – i7,725000.0,"| – Intel Core i7-1355U Processor | 
– 1TB M.2 PCIe NVMe SSD | 
– 16GB Soldered LPDDR5x-6400 RAM | 
– 13.3″, 2.8K OLED 400nits, 60Hz Touch Display | 
– Intel Iris Xe Graphics | 
– Windows 11 Home | 
– Office Home & Student 2021 | 
 |",https://www.laptop.lk/product/lenovo-yoga-book-9-13iru8-i7/,https://www.laptop.lk/wp-content/uploads/2024/01/Lenovo-Yoga-Book-9-13IRU8-i7-1-300x300.jpg
Lenovo Legion Gaming Pro 5 16ARX8 – Ryzen 9,675000.0,"| – AMD Ryzen 9 – 7945HX Processor | 
– 1TB SSD M.2 2280 PCIe NVMe | 
– 32GB (2 x 16GB) DDR5 5200MHz RAM | 
– 16″ WQXGA (2560×1600), 240Hz IPS Display | 
– 8GB NVIDIA GeForce RTX 4070 Graphics | 
– Onyx Grey Color | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/lenovo-legion-gaming-pro-5-16arx8-ryzen-9/,https://www.laptop.lk/wp-content/uploads/2024/08/Lenovo-Legion-Gaming-Pro-5-16ARX8-Ryzen-9-1-300x300.jpg
MSI Katana 15 B14WFK Intel – i9,630000.0,"| – Intel Core i9 14900HX Processor | 
– 1TB PCIe 4.0 NVMe M.2 SSD | 
– 16GB DDR5 5600Mhz RAM | 
– 15.6″ QHD (2560×1440), 165Hz, IPS-Level Display | 
– 8GB NVIDIA GeForce RTX 5060 Graphics | 
– 4-Zone RGB Gaming Keyboard with Copilot Key | 
– Genuine Windows 11 Home 64Bit Pre-installed | 
– MSI Essential Backpack | 
 |",https://www.laptop.lk/product/msi-katana-15-b14wfk-intel-i9/,https://www.laptop.lk/wp-content/uploads/2025/06/MSI-Katana-15-B14WFK-Intel-i9-300x300.jpg
Lenovo Legion Slim 5 Gaming 16AHP9 – Ryzen 7,609000.0,"| – AMD AI integrated Ryzen 7 8845HS Processor | 
– 1TB SSD M.2 2280 PCIe NVMe | 
– 32GB (2 x 16GB) DDR5-5600 RAM | 
– 16″ WQXGA (2560×1600),165Hz IPS Display | 
– 8GB NVIDIA GeForce RTX 4070 Graphics | 
– 4-Zone RGB Backlit Keyboard | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/lenovo-legion-slim-5-gaming-16ahp9-ryzen-7/,https://www.laptop.lk/wp-content/uploads/2024/12/Lenovo-Legion-Slim-5-Gaming-16AHP9-–-Ryzen-7-0-300x300.webp
Lenovo Yoga Pro 7 14IMH9 – Ultra 9  Creator Model,599000.0,"| – Intel Core Ultra 9 185H AI Processor | 
– 1TB M.2 PCIe NVMe SSD | 
– 32GB LPDDR5x RAM | 
– 14.5″ 3K (3072×1920), IPS Touch Display | 
– 8GB NVIDIA GeForce RTX 4060 Graphics | 
– Backlit, English (EU) | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/lenovo-yoga-pro-7-creator-14imh9-ultra-9/,https://www.laptop.lk/wp-content/uploads/2024/09/Lenovo-Yoga-Pro-7-Creator-14IMH9-Ultra-9-300x300.webp
Lenovo Legion Gaming Pro 5 16ARX8 – Ryzen 9,588000.0,"| – AMD Ryzen 9 7945HX Processor | 
– 1TB M.2 PCIe NVMe SSD | 
– 32GB (2x 16GB) DDR5-5200 RAM | 
– 16″, WQXGA (2560×1600), IPS Display | 
– 8GB NVIDIA GeForce RTX 4060 Graphics | 
– 4-Zone RGB Backlit Keyboard | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/lenovo-legion-gaming-pro-5-16arx8-ryzen-9-2/,https://www.laptop.lk/wp-content/uploads/2024/08/Lenovo-Legion-Pro-5-16ARX8-300x300.png
MSI Katana 15 Gaming B13VGK – i9,585000.0,"| – Intel Core i9-13900H Processor | 
– 1TB NVMe PCIe Gen4x4 SSD | 
– 16GB DDR5 5200MHz RAM | 
– 8GB NVIDIA GeForce RTX 4070 Graphics | 
– 15.6″, QHD (2560 x 1440), 165Hz Display | 
– 4-Zone RGB Gaming Keyboard | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/msi-katana-15-gaming-b13vgk-i9/,https://www.laptop.lk/wp-content/uploads/2024/07/MSI-Katana-15-Gaming-B13VGK-300x300.webp
Lenovo Yoga Pro 7 14ASP9 – Ryzen AI 9,499000.0,"| – AMD Ryzen AI 9 365 Processor | 
– 1TB M.2 PCIe 4.0×4 NVMe SSD | 
– 32GB LPDDR5x-7500 RAM | 
– AMD Radeon 880M Graphics | 
– 14.5″ 2.8K (2880×1800) OLED 400nits Glossy, | 
100% P3, 100% sRGB, 120Hz Display | 
– Backlit, English Keyboard | 
– Windows 11 Home | 
– Office Home 2024 | 
 |",https://www.laptop.lk/product/lenovo-yoga-pro-7-14asp9-ryzen-9/,https://www.laptop.lk/wp-content/uploads/2025/02/Lenovo-Yoga-Pro-7-14ASP9-–-AI-Ryzen-9-300x300.jpg
Lenovo Legion Slim 5 Gaming 16AHP9 – Ryzen 7,499000.0,"| – AMD AI integrated Ryzen 7 8845HS Processor | 
– 1TB SSD M.2 2280 PCIe NVMe | 
– 16GB DDR5-5600 RAM | 
– 16″ WQXGA (2560×1600),165Hz IPS Display | 
– 8GB NVIDIA GeForce RTX 4060 Graphics | 
– 4-Zone RGB Backlit Keyboard | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/lenovo-legion-slim-5-16ahp9-ryzen-7/,https://www.laptop.lk/wp-content/uploads/2024/12/Lenovo-Legion-Slim-5-Gaming-16AHP9-–-Ryzen-7-d-1-300x300.jpg
Dell Inspiron G15 5511 Gaming – i7,499000.0,"| – Intel Core i7 11th Gen Processor | 
– 8GB DDR4 Ram | 
– 512GB SSD Hard Drive | 
– 4GB GeForce RTX 3050 GDDR6 | 
– 15.6″, FHD (1920 x 1080) 120Hz | 
– Office Home and Student 2021 | 
– Specter Green & Dark Shadow Gray | 
– Windows 11 | 
 |",https://www.laptop.lk/product/dell-inspiron-g5-5511-i7-gaming/,https://www.laptop.lk/wp-content/uploads/2021/12/Dell-Inspiron-G15-5511-i7-Gaming-300x300.webp
MSI Cyborg Gaming 15 AI A1VFK – Ultra 7,480000.0,"| – Intel Core Ultra 7 155H Processor | 
– 512GB M.2 NVME GEN4 SSD | 
– 16GB DDR5 4800MHZ RAM | 
– 15.6″,FHD (1920*1080), 144Hz, IPS Display | 
– 8GB Nvidia GeForce RTX 4060 GDDR6 Graphics | 
– 4-Zone RGB Gaming Keyboard | 
– Windows11 Home | 
 |",https://www.laptop.lk/product/msi-cyborg-gaming-15-ai-a1vfk-ultra-7-2/,https://www.laptop.lk/wp-content/uploads/2024/06/MSI-Cyborg-Gaming-15-AI-A1VFK-Ultra-7-300x300.webp
HP Spectre x360 2-in-1 – Ultra 7,479000.0,"| – Intel Core Ultra 7 155H Processor | 
– 1TB PCIe Gen4 NVMe TLC M.2 SSD | 
– 16GB LPDDR5x-7467 MHz RAM | 
– 14″, 2.8K (2880 x 1800), OLED Touch Display | 
– Intel Arc Graphics | 
– Fingerprint reader | 
– Windows 11 Home | 
 |",https://www.laptop.lk/product/hp-spectre-x360-2-in-1-ultra-7/,https://www.laptop.lk/wp-content/uploads/2025/03/HP-Spectre-x360-2-in-1-Ultra-7-300x300.jpg
MSI Cyborg Gaming 15 AI A1VFK – Ultra 7,469000.0,"| – Intel Core Ultra 7 155H Processor | 
– 1TB M.2 NVME GEN4 SSD | 
– 16GB DDR5 4800MHZ RAM | 
– 15.6″,FHD (1920*1080), 144Hz, IPS Display | 
– 8GB Nvidia GeForce RTX 4060 GDDR6 Graphics | 
– 4-Zone RGB Gaming Keyboard | 
– Windows11 Home | 
 |",https://www.laptop.lk/product/msi-cyborg-gaming-15-ai-a1vfk-ultra-7/,https://www.laptop.lk/wp-content/uploads/2024/04/MSI-Cyborg-Gaming-15-AI-A1VFK-Ultra-7-300x300.jpg
MSI Katana 15 Gaming B13VFK – i7,465000.0,"| – Intel Core i7-13620H Processor | 
– 1TB NVMe PCIe Gen4x4 SSD | 
– 16GB DDR5 5200MHz RAM | 
– 8GB NVIDIA GeForce RTX 4060 Graphics | 
– 15.6″ FHD (1920×1080), 144Hz, IPS-Level Thin Bezel Display | 
– 4-Zone RGB Gaming Keyboard | 
 |",https://www.laptop.lk/product/msi-katana-15-gaming-b13vfk-i7/,https://www.laptop.lk/wp-content/uploads/2024/08/MSI-Katana-15-Gaming--300x300.webp
